x1 x2 y
1.8372	1.3119	7.0835
-3.6792	-1.4493	-0.80871
2.2272	4.97	27.186
-3.8965	-2.7583	5.5735
-3.8251	1.5245	-3.8505
1.4072	1.0499	5.8668
-1.7119	-1.1275	1.9752
1.5381	-3.5781	22.457
2.4913	-4.7487	35.281
0.83186	-0.78888	6.0749
2.4003	-3.159	20.939
-2.6517	2.2578	0.53623
2.3496	-1.2964	10.676
4.706	3.4156	20.663
3.6693	2.3423	13.483
-4.1377	0.71026	-5.4811
-1.3356	-3.2314	14.002
-1.308	4.5738	16.73
1.8503	-2.3468	14.555
0.97942	4.2458	18.74
2.8936	-2.7623	19.18
-1.3235	-1.2644	3.216
-2.9397	-4.125	18.261
-4.1333	1.4012	-4.7046
2.7193	-3.1938	21.833
-2.9433	-4.5495	22.361
-1.1173	2.2317	3.5143
0.51779	-1.5256	7.8887
-2.7105	1.6062	-1.4473
1.4194	-1.1613	8.3488
-0.1552	1.2735	3.0379
-3.4815	-4.7835	23.702
2.8193	4.1057	21.39
-3.9939	3.0056	1.0401
-2.0593	2.4585	2.467
-2.6263	3.1311	4.4203
0.30872	-1.1669	6.1461
-4.085	1.1728	-4.9674
-0.94685	0.75495	0.92131
-3.9515	0.30052	-5.1133
-3.8772	-2.2493	2.5543
2.8443	-2.5137	17.521
-2.0843	-0.48361	-0.4511
1.0353	-2.7229	15.208
4.6442	3.0445	18.513
-0.67515	4.861	20.418
1.9475	-4.7001	33.686
2.581	0.35664	7.9325
-0.67358	-4.1292	22.833
1.555	3.0209	12.215
-3.9024	4.8914	14.23
4.3376	-4.3305	34.759
-3.1254	4.394	11.662
-2.3382	-4.8182	26.357
2.9783	1.8384	10.498
-0.12396	2.8374	7.9653
2.6896	0.34138	8.1543
-1.0399	3.8536	11.917
-2.2706	3.99	10.389
-4.6277	1.2594	-5.9287
1.7329	-3.6213	23.201
-0.70436	-2.822	12.377
-0.48261	-3.1786	15.317
1.0986	-4.5818	30.772
-4.406	-3.9306	13.568
-1.8419	1.1644	-0.4923
2.7272	4.3966	23.388
1.9643	-1.4554	10.502
-3.7467	-0.89371	-2.8009
-3.6985	4.8435	14.219
-4.0765	4.4558	10.245
-4.9218	1.7664	-5.4897
-0.76891	4.883	20.423
1.5557	2.6683	10.563
2.2292	-1.633	11.758
0.31209	1.6238	4.6372
-3.9118	-2.5583	4.2798
1.3177	-2.0449	11.862
-3.735	1.8018	-3.0254
-3.657	0.27847	-4.5149
-4.0141	-0.88406	-3.3625
-3.5797	1.0264	-4.1324
-3.3175	2.5052	0.13586
-3.0375	0.83533	-3.2126
-1.8252	0.51793	-0.90008
-1.8357	0.83571	-0.80872
-2.8244	0.1182	-2.753
-2.4896	-4.1741	19.618
3.9292	2.1957	13.484
2.0322	4.9616	26.72
0.55738	-1.4547	7.6854
-3.1557	4.7126	14.185
-2.8797	-1.5355	1.1339
-4.2265	3.8654	5.6231
4.138	-0.45305	11.934
2.0672	-0.86573	8.7495
0.57789	-2.8227	14.946
-1.8657	-3.7435	17.025
-3.338	-1.9109	1.8863
1.225	2.261	8.3012
4.8793	2.8287	17.932
-3.2957	1.9379	-1.7739
-2.4221	-4.902	27.087
-1.032	3.4321	9.2834
-4.2601	4.2233	8.093
1.841	2.7095	11.314
-0.97612	-4.5734	26.537
4.8284	-1.2181	15.359
-0.97816	2.0434	3.1758
1.2067	2.2951	8.3859
-3.4563	-2.7572	6.4469
-1.1865	-2.3095	8.2699
-3.3887	1.7303	-2.5137
2.5811	-0.22508	8.438
3.7111	1.2372	10.716
-1.4922	-2.6356	9.5972
1.8554	-3.2288	20.364
-2.0585	3.2964	6.453
0.30629	2.6692	8.0681
3.3242	4.3448	24.181
0.9749	-3.9211	24.246
-1.6469	-3.1777	12.982
-2.0077	-4.009	19.066
-0.47407	-0.10236	2.1647
-0.77354	-3.0675	13.93
-1.4039	3.9589	11.906
0.58319	-4.0091	24.248
2.4255	-4.5583	33.188
-0.75665	0.57295	1.242
-0.70644	2.725	6.2875
-3.7513	-1.8806	0.91471
-4.7557	-3.2102	7.0041
-2.0981	-1.6104	3.0077
-1.8248	-2.8985	10.651
1.5369	0.10153	5.9826
4.5694	4.0636	24.588
4.3573	1.2892	12.088
-0.42114	-3.9847	22.02
-2.5952	-1.0915	0.092289
2.639	-4.4538	32.568
2.5933	0.012829	8.1739
2.4065	-0.68279	8.9619
2.4369	4.9756	27.655
-3.9408	3.116	1.712
1.8156	-0.14348	6.7953
-0.36739	3.9445	13.88
-2.8784	-3.6245	14.005
-4.0148	-1.1	-2.7198
3.2357	4.2736	23.461
-3.2499	4.1749	9.7554
-3.3643	2.1357	-1.303
1.6599	1.1834	6.5367
3.9439	-1.5671	14.911
0.16558	4.3603	17.983
2.027	-3.7523	24.886
-3.4641	2.3059	-0.91709
4.5346	1.4648	12.75
0.40884	3.3315	11.585
1.7973	-1.0172	8.6465
-4.6344	2.4982	-2.5258
3.092	3.3522	17.069
2.4862	-1.7754	12.9
-3.7981	0.52262	-4.8457
0.25045	4.7913	21.666
-1.7417	0.49309	-0.73328
0.46449	-1.6958	8.5004
-1.0112	1.1947	1.2102
-0.84907	-1.3936	4.6377
-3.1926	2.5651	0.62937
-2.4461	-0.86099	-0.28996
-4.7946	-0.076549	-6.5069
4.2368	1.9474	13.319
1.537	4.7273	23.694
4.3261	-1.7225	16.342
-3.3649	3.378	4.3033
4.211	2.3907	14.747
2.9466	4.5417	24.979
0.77394	-4.6808	31.138
-0.59964	-1.4313	5.2807
-2.4239	1.6265	-0.82864
2.5195	-2.185	14.998
-2.7133	-2.6962	7.5389
-4.3581	2.1113	-3.37
2.6733	1.2457	8.6527
1.712	0.90609	6.3389
2.1521	1.6044	8.2739
1.4206	-4.5245	30.836
-0.80952	-1.5122	5.1797
-1.0924	-0.48659	1.5386
3.1614	-2.591	18.627
-1.8257	2.1505	1.8225
3.1454	3.5618	18.416
2.8907	-2.1849	15.74
3.5226	2.3105	13.073
0.056366	-3.6224	19.857
1.3566	3.3672	13.684
4.5089	-3.614	28.693
-0.56036	0.88209	1.7753
-4.3998	-1.3384	-2.6698
3.6675	3.0676	16.678
